name,position
Howard Quayle,Chief Minister
Ray Harmer,Minister for Policy and Reform
Alexander J Allinson,"Minister for Education, Sport and Culture"
Howard Quayle,Minister for Enterprise
Geoffrey Boot,"Minister for Environment, Food and Agriculture"
David Ashford,Minister for Health and Social Care
Graham Cregeen,Minister for Justice and Home Affairs
Timothy Baker,Minister for Infrastructure
Alfred Cannan,Minister for the Treasury
